Gene stable ID,Mouse gene stable ID,Mouse gene name,"Mouse orthology confidence [0 low, 1 high]",Gene name
ENSG00000260970,,,,
ENSG00000129028,,,,THAP10
ENSG00000070214,ENSMUSG00000028412,Slc44a1,1,SLC44A1
ENSG00000278769,,,,
ENSG00000255355,,,,PATL1-DT
ENSG00000259252,,,,
ENSG00000249207,,,,
ENSG00000213697,,,,CTBP2P6
ENSG00000166902,ENSMUSG00000024683,Mrpl16,1,MRPL16
ENSG00000103647,ENSMUSG00000041729,Coro2b,1,CORO2B
ENSG00000145358,ENSMUSG00000046818,Ddit4l,1,DDIT4L
ENSG00000100292,ENSMUSG00000005413,Hmox1,1,HMOX1
ENSG00000274624,,,,
ENSG00000237242,,,,BTF3P15
ENSG00000256499,,,,LINC02468
ENSG00000119979,ENSMUSG00000024993,Dennd10,1,DENND10
ENSG00000226655,,,,
ENSG00000286418,,,,
ENSG00000285751,,,,
ENSG00000243507,,,,
ENSG00000102387,ENSMUSG00000009596,Taf7l,0,TAF7L
ENSG00000102387,ENSMUSG00000074734,Taf7l2,0,TAF7L
ENSG00000255031,,,,
ENSG00000263884,,,,THOC1-DT
ENSG00000263006,,,,ROCK1P1
ENSG00000121380,ENSMUSG00000030200,Bcl2l14,1,BCL2L14
ENSG00000198589,ENSMUSG00000028080,Lrba,1,LRBA
ENSG00000165912,ENSMUSG00000027257,Pacsin3,1,PACSIN3
ENSG00000273355,,,,
ENSG00000266575,,,,BOLA2P1
ENSG00000264179,,,,
ENSG00000265671,,,,
ENSG00000141433,ENSMUSG00000024256,Adcyap1,1,ADCYAP1
ENSG00000259498,,,,TPM1-AS
ENSG00000204025,ENSMUSG00000072934,Trpc5os,1,TRPC5OS
ENSG00000100364,ENSMUSG00000036046,5031439G07Rik,1,KIAA0930
ENSG00000259309,,,,
ENSG00000241839,ENSMUSG00000050721,Plekho2,1,PLEKHO2
ENSG00000253096,,,,Y_RNA
ENSG00000270591,,,,
ENSG00000165359,ENSMUSG00000035967,Ints6l,1,INTS6L
ENSG00000202275,,,,
ENSG00000258175,,,,LINC02300
ENSG00000257662,,,,EIF4A1P12
ENSG00000258282,,,,BTF3P2
ENSG00000257126,,,,FOXG1-AS1
ENSG00000279668,,,,
ENSG00000259837,,,,LINC01904
ENSG00000259715,,,,
ENSG00000285656,,,,
ENSG00000200752,,,,Y_RNA
ENSG00000198535,,,,C2CD4A
ENSG00000230851,,,,
ENSG00000141642,ENSMUSG00000036941,Elac1,1,ELAC1
ENSG00000271028,,,,
ENSG00000225582,,,,
ENSG00000176165,ENSMUSG00000020950,Foxg1,1,FOXG1
ENSG00000171956,ENSMUSG00000059246,Foxb1,1,FOXB1
ENSG00000257056,,,,LINC02282
ENSG00000264431,,,,
ENSG00000168060,ENSMUSG00000054999,Naaladl1,1,NAALADL1
ENSG00000257748,,,,LINC02281
ENSG00000151893,ENSMUSG00000033417,Cacul1,1,CACUL1
ENSG00000277144,,,,
ENSG00000249240,ENSMUSG00000050721,Plekho2,0,
ENSG00000258065,,,,
ENSG00000207164,,,,Y_RNA
ENSG00000259103,,,,
ENSG00000278023,ENSMUSG00000010362,Rdm1,0,RDM1
ENSG00000259411,,,,HNRNPA1P45
ENSG00000242488,,,,
ENSG00000258855,,,,OR11J2P
ENSG00000224438,,,,RPL23AP14
ENSG00000267699,,,,
ENSG00000119699,ENSMUSG00000021253,Tgfb3,1,TGFB3
ENSG00000283297,ENSMUSG00000079304,Tex52,1,TEX52
ENSG00000259558,,,,MESTP2
ENSG00000259616,,,,
ENSG00000287578,,,,
ENSG00000130035,,,,GALNT8
ENSG00000137880,ENSMUSG00000046814,Gchfr,1,GCHFR
ENSG00000169075,,,,BRD7P3
ENSG00000223729,,,,LINC02247
ENSG00000005889,,,,ZFX
ENSG00000197753,ENSMUSG00000062252,Lhfpl5,1,LHFPL5
ENSG00000235106,,,,BRD3OS
ENSG00000141646,ENSMUSG00000024515,Smad4,1,SMAD4
ENSG00000181274,ENSMUSG00000047604,Frat2,1,FRAT2
ENSG00000133111,ENSMUSG00000036615,Rfxap,1,RFXAP
ENSG00000236762,,,,RPL19P16
ENSG00000271734,,,,
ENSG00000282863,,,,
ENSG00000233909,,,,UBE2V1P4
ENSG00000074410,ENSMUSG00000032373,Car12,1,CA12
ENSG00000272472,,,,
ENSG00000217786,,,,
ENSG00000270755,,,,
ENSG00000218180,,,,SLC25A5P7
ENSG00000271086,,,,NAMA
ENSG00000107560,ENSMUSG00000040022,Rab11fip2,1,RAB11FIP2
ENSG00000167037,ENSMUSG00000042216,Sgsm1,1,SGSM1
ENSG00000283240,,,,
ENSG00000009413,ENSMUSG00000019841,Rev3l,1,REV3L
ENSG00000133107,ENSMUSG00000027748,Trpc4,1,TRPC4
ENSG00000258876,,,,TGFB3-AS1
ENSG00000236521,,,,NPAP1P4
ENSG00000011105,ENSMUSG00000030352,Tspan9,1,TSPAN9
ENSG00000258578,,,,
ENSG00000213176,,,,RPL13P6
ENSG00000136828,ENSMUSG00000038831,Ralgps1,1,RALGPS1
ENSG00000283071,,,,LBHD2
ENSG00000288610,,,,
ENSG00000259717,,,,LINC00677
ENSG00000227437,,,,RPS8P4
ENSG00000185215,ENSMUSG00000021281,Tnfaip2,1,TNFAIP2
ENSG00000236171,,,,RPL12P26
ENSG00000188620,ENSMUSG00000040148,Hmx3,1,HMX3
ENSG00000203434,,,,
ENSG00000234542,,,,
ENSG00000151553,ENSMUSG00000033478,Fam160b1,1,FHIP2A
ENSG00000179715,ENSMUSG00000044250,Pced1b,1,PCED1B
ENSG00000126752,ENSMUSG00000079697,Gm5751,0,SSX1
ENSG00000126752,ENSMUSG00000023165,Ssxb2,0,SSX1
ENSG00000126752,ENSMUSG00000071816,Ssxb5,0,SSX1
ENSG00000126752,ENSMUSG00000079705,Ssxb1,0,SSX1
ENSG00000126752,ENSMUSG00000068218,Ssxb9,0,SSX1
ENSG00000126752,ENSMUSG00000079701,Ssxb3,0,SSX1
ENSG00000126752,ENSMUSG00000079703,Ssxb8,0,SSX1
ENSG00000126752,ENSMUSG00000035371,Ssx9,0,SSX1
ENSG00000126752,ENSMUSG00000079702,Ssxb6,0,SSX1
ENSG00000126752,ENSMUSG00000062814,Ssxa1,0,SSX1
ENSG00000126752,ENSMUSG00000095316,Gm21876,0,SSX1
ENSG00000126752,ENSMUSG00000068219,Ssxb10,0,SSX1
ENSG00000126752,ENSMUSG00000079699,Gm6592,0,SSX1
ENSG00000126752,ENSMUSG00000079704,Gm14459,0,SSX1
ENSG00000256691,,,,
ENSG00000256381,,,,
ENSG00000259374,,,,NDUFB4P11
ENSG00000272921,ENSMUSG00000030345,Dyrk4,0,
ENSG00000259535,,,,RPL21P12
ENSG00000259525,,,,GCSHP2
ENSG00000139044,ENSMUSG00000041372,B4galnt3,1,B4GALNT3
ENSG00000197779,,,,ZNF81
ENSG00000251533,,,,LINC00605
ENSG00000270705,,,,
ENSG00000278071,,,,
ENSG00000254651,,,,
ENSG00000242837,,,,RPL21P13
ENSG00000286975,,,,
ENSG00000270938,,,,RAP2CP1
ENSG00000149806,ENSMUSG00000038274,Fau,1,FAU
ENSG00000240624,,,,
ENSG00000259775,,,,
ENSG00000101574,ENSMUSG00000055660,Mettl4,0,METTL4
ENSG00000080561,ENSMUSG00000000266,Mid2,1,MID2
ENSG00000274599,,,,DUX4L24
ENSG00000271434,,,,
ENSG00000282413,,,,
ENSG00000100664,,,,EIF5
ENSG00000213574,,,,LDHAP5
ENSG00000259673,,,,IQCH-AS1
ENSG00000189319,ENSMUSG00000030956,Fam53b,1,FAM53B
ENSG00000214298,,,,MRPS21P6
ENSG00000227307,,,,
ENSG00000229649,,,,LINC02681
ENSG00000232259,,,,
ENSG00000215296,,,,TMCO5B
ENSG00000256813,,,,
ENSG00000279395,ENSMUSG00000075143,Olfr1157,1,OR5L1
ENSG00000257756,,,,LINC02386
ENSG00000238575,,,,
ENSG00000110104,ENSMUSG00000024732,Ccdc86,1,CCDC86
ENSG00000266783,,,,
ENSG00000264150,,,,
ENSG00000263435,,,,
ENSG00000259217,,,,
ENSG00000226049,,,,TLK2P1
ENSG00000148737,ENSMUSG00000024985,Tcf7l2,1,TCF7L2
ENSG00000139209,ENSMUSG00000022464,Slc38a4,1,SLC38A4
ENSG00000080986,ENSMUSG00000024056,Ndc80,1,NDC80
ENSG00000259521,,,,INO80-AS1
ENSG00000266364,,,,
ENSG00000120509,ENSMUSG00000015668,Pdzd11,1,PDZD11
ENSG00000255213,,,,NPM1P35
ENSG00000270964,,,,MAP2K5-DT
ENSG00000141314,ENSMUSG00000017692,Rhbdl3,1,RHBDL3
ENSG00000110025,ENSMUSG00000024787,Snx15,1,SNX15
ENSG00000157483,ENSMUSG00000032220,Myo1e,1,MYO1E
ENSG00000238058,,,,
ENSG00000138867,ENSMUSG00000033416,Gucd1,1,GUCD1
ENSG00000196814,ENSMUSG00000038740,Mvb12b,1,MVB12B
ENSG00000120498,ENSMUSG00000009670,Tex11,1,TEX11
ENSG00000288532,,,,
ENSG00000160339,,,,FCN2
ENSG00000256134,,,,EGLN3P1
ENSG00000139160,ENSMUSG00000039958,Etfbkmt,1,ETFBKMT
ENSG00000235422,,,,KATNBL1P3
ENSG00000261432,,,,LINC01613
ENSG00000202224,,,,Y_RNA
ENSG00000200875,,,,RNU6-340P
ENSG00000266405,,,,CBX3P2
ENSG00000180264,,,,ADGRD2
ENSG00000275954,,,,TBC1D3F
ENSG00000254614,,,,
ENSG00000101596,ENSMUSG00000024054,Smchd1,1,SMCHD1
ENSG00000264643,,,,
ENSG00000257730,,,,LSM6P2
ENSG00000280245,,,,
ENSG00000126391,ENSMUSG00000024816,Frmd8,1,FRMD8
ENSG00000151743,ENSMUSG00000068250,Amn1,1,AMN1
ENSG00000273611,ENSMUSG00000020526,Znhit3,1,ZNHIT3
ENSG00000236299,,,,
ENSG00000226609,,,,
ENSG00000164556,,,,FAM183BP
ENSG00000182752,ENSMUSG00000028370,Pappa,1,PAPPA
ENSG00000228815,,,,MARK2P13
ENSG00000234467,,,,SLC25A1P2
ENSG00000287019,,,,
ENSG00000249773,ENSMUSG00000034211,Mrps17,0,
ENSG00000213645,,,,SLC25A1P3
ENSG00000272533,ENSMUSG00000064493,Snora28,1,SNORA28
ENSG00000258933,,,,LINC02279
ENSG00000277174,,,,
ENSG00000225718,,,,
ENSG00000258866,,,,
ENSG00000264607,,,,MIR3173
ENSG00000165959,ENSMUSG00000021097,Clmn,1,CLMN
ENSG00000213530,,,,MTHFD2P5
ENSG00000259496,,,,GEMIN8P1
ENSG00000225270,,,,CICP12
ENSG00000235379,,,,RPL7P31
ENSG00000258484,ENSMUSG00000046846,Spesp1,0,SPESP1
ENSG00000166862,ENSMUSG00000019146,Cacng2,1,CACNG2
ENSG00000182348,ENSMUSG00000092094,Zfp804b,1,ZNF804B
ENSG00000259335,,,,HNRNPMP1
ENSG00000147138,ENSMUSG00000073008,Gpr174,1,GPR174
ENSG00000285919,,,,
ENSG00000236907,,,,
ENSG00000100191,ENSMUSG00000020226,Slc5a4b,0,SLC5A4
ENSG00000100191,ENSMUSG00000020229,Slc5a4a,1,SLC5A4
ENSG00000223559,,,,
ENSG00000259447,,,,
ENSG00000254862,,,,LGR4-AS1
ENSG00000278577,,,,
ENSG00000125354,ENSMUSG00000050379,Septin6,1,SEPTIN6
ENSG00000226392,,,,MTATP6P21
ENSG00000259470,,,,KRT8P9
ENSG00000119514,ENSMUSG00000039774,Galnt12,1,GALNT12
ENSG00000232975,,,,MTCO1P57
ENSG00000173825,ENSMUSG00000044390,Tigd3,1,TIGD3
ENSG00000212766,,,,EWSAT1
ENSG00000015676,ENSMUSG00000053838,Nudcd3,1,NUDCD3
ENSG00000254856,,,,NDUFA3P2
ENSG00000181995,,,,LINC00301
ENSG00000240874,,,,
ENSG00000260062,,,,GOLGA2P11
ENSG00000133424,ENSMUSG00000004383,Large1,1,LARGE1
ENSG00000172689,ENSMUSG00000024731,Ms4a10,0,MS4A10
ENSG00000231018,,,,EIF4A1P3
ENSG00000285706,,,,
ENSG00000287368,,,,
ENSG00000259452,,,,
ENSG00000237999,,,,ACTG1P19
ENSG00000285103,,,,
ENSG00000255565,,,,
ENSG00000259288,ENSMUSG00000040084,Bub1b,0,BUB1B-PAK6
ENSG00000254537,,,,
ENSG00000256615,,,,
ENSG00000225960,,,,
ENSG00000233854,,,,POU6F2-AS2
ENSG00000255041,,,,
ENSG00000141127,ENSMUSG00000020528,Prpsap2,1,PRPSAP2
ENSG00000240328,,,,
ENSG00000255505,,,,
ENSG00000260392,,,,
ENSG00000273249,,,,WDR5-DT
ENSG00000286866,,,,
ENSG00000254501,,,,
ENSG00000234085,,,,
ENSG00000283393,,,,
ENSG00000273024,,,,INTS4P2
ENSG00000256667,,,,KLRA1P
ENSG00000271332,,,,ATP5MGP8
ENSG00000273819,,,,ENPP7P7
ENSG00000107262,ENSMUSG00000028416,Bag1,1,BAG1
ENSG00000236920,,,,
ENSG00000204710,,,,SPDYC
ENSG00000277152,,,,
ENSG00000152661,ENSMUSG00000050953,Gja1,1,GJA1
ENSG00000166377,ENSMUSG00000024566,Atp9b,1,ATP9B
ENSG00000166128,ENSMUSG00000036943,Rab8b,1,RAB8B
ENSG00000259143,,,,
ENSG00000258615,,,,
ENSG00000197990,,,,ZNF734P
ENSG00000079950,ENSMUSG00000019998,Stx7,1,STX7
ENSG00000287111,,,,
ENSG00000235620,,,,
ENSG00000258630,,,,LINC02292
ENSG00000235243,,,,
ENSG00000162139,ENSMUSG00000035239,Neu3,1,NEU3
ENSG00000286487,,,,
ENSG00000236638,,,,
ENSG00000231317,,,,
ENSG00000229403,,,,
ENSG00000257042,,,,
ENSG00000230617,,,,
ENSG00000258273,,,,
ENSG00000233420,,,,
ENSG00000244662,,,,
ENSG00000213159,,,,CEND1P1
ENSG00000257924,,,,LINC02416
ENSG00000271418,,,,
ENSG00000214652,ENSMUSG00000114923,Gm49345,0,ZNF727
ENSG00000214652,ENSMUSG00000048280,Zfp738,0,ZNF727
ENSG00000214652,ENSMUSG00000055341,Zfp457,0,ZNF727
ENSG00000214652,ENSMUSG00000057842,Zfp595,0,ZNF727
ENSG00000214652,ENSMUSG00000098905,Zfp953,0,ZNF727
ENSG00000257813,,,,
ENSG00000101276,ENSMUSG00000027463,Slc52a3,1,SLC52A3
ENSG00000258986,ENSMUSG00000054013,Tmem179,1,TMEM179
ENSG00000275286,,,,
ENSG00000245311,,,,ARNTL2-AS1
ENSG00000225128,,,,LINC00972
ENSG00000228928,,,,KPNA2P2
ENSG00000276431,,,,
ENSG00000231523,,,,SEPTIN14P1
ENSG00000270718,,,,
ENSG00000148943,ENSMUSG00000027162,Lin7c,1,LIN7C
ENSG00000135436,ENSMUSG00000078907,Fam186b,1,FAM186B
ENSG00000075213,ENSMUSG00000028883,Sema3a,1,SEMA3A
ENSG00000259037,,,,
ENSG00000220311,,,,RPL35AP18
ENSG00000258736,,,,
ENSG00000278231,,,,
ENSG00000255529,ENSMUSG00000032199,Polr2m,1,POLR2M
ENSG00000255340,,,,
ENSG00000146410,ENSMUSG00000019992,Mtfr2,1,MTFR2
ENSG00000260792,,,,LINC02280
ENSG00000265291,,,,MIR4710
ENSG00000197847,,,,SLC22A20P
ENSG00000258858,,,,
ENSG00000124198,ENSMUSG00000074582,Arfgef2,1,ARFGEF2
ENSG00000184990,ENSMUSG00000064326,Siva1,1,SIVA1
ENSG00000235108,,,,IFNA12P
ENSG00000136931,ENSMUSG00000026751,Nr5a1,1,NR5A1
ENSG00000258202,,,,
ENSG00000205857,,,,NANOGNB
ENSG00000255421,,,,
ENSG00000256686,,,,
ENSG00000255236,,,,CHKA-DT
ENSG00000023734,ENSMUSG00000030224,Strap,1,STRAP
ENSG00000132749,ENSMUSG00000024905,Tesmin,1,TESMIN
ENSG00000223811,,,,
ENSG00000228777,,,,LINC02534
ENSG00000216639,,,,
ENSG00000259650,,,,
ENSG00000217067,,,,
ENSG00000232389,,,,
ENSG00000218153,,,,KRT18P22
ENSG00000228392,,,,
ENSG00000001561,ENSMUSG00000023961,Enpp4,1,ENPP4
ENSG00000231299,,,,SEPTIN14P24
ENSG00000226904,,,,
ENSG00000166233,ENSMUSG00000025234,Arih1,1,ARIH1
ENSG00000235450,,,,
ENSG00000233782,,,,ZNF90P3
ENSG00000185585,ENSMUSG00000046618,Olfml2a,1,OLFML2A
ENSG00000287044,,,,
ENSG00000213067,,,,
ENSG00000258430,,,,
ENSG00000287731,,,,
ENSG00000223558,,,,TRIM60P17
ENSG00000236347,,,,
ENSG00000179627,ENSMUSG00000037638,Zbtb42,1,ZBTB42
ENSG00000196715,ENSMUSG00000066735,Vkorc1l1,1,VKORC1L1
ENSG00000153989,ENSMUSG00000023068,Nus1,1,NUS1
ENSG00000254610,,,,
ENSG00000255081,,,,
ENSG00000283010,,,,
ENSG00000271208,,,,
ENSG00000173227,ENSMUSG00000049303,Syt12,1,SYT12
ENSG00000287598,,,,
ENSG00000238124,,,,
ENSG00000283352,,,,
ENSG00000198223,ENSMUSG00000059326,Csf2ra,0,CSF2RA
ENSG00000233918,,,,
ENSG00000251687,,,,
ENSG00000285670,,,,
ENSG00000100697,ENSMUSG00000041415,Dicer1,1,DICER1
ENSG00000278959,,,,
ENSG00000228711,,,,
ENSG00000151466,ENSMUSG00000059834,Sclt1,1,SCLT1
ENSG00000183696,ENSMUSG00000020407,Upp1,1,UPP1
ENSG00000112701,ENSMUSG00000034252,Senp6,1,SENP6
ENSG00000275130,,,,
ENSG00000235572,,,,
ENSG00000226234,,,,KRT18P24
ENSG00000184659,ENSMUSG00000051490,Foxd4,0,FOXD4L4
ENSG00000231649,,,,SPATA31B1P
ENSG00000256995,,,,
ENSG00000196116,ENSMUSG00000035517,Tdrd7,1,TDRD7
ENSG00000183963,ENSMUSG00000020439,Smtn,1,SMTN
ENSG00000171067,ENSMUSG00000035372,1810055G02Rik,0,C11orf24
ENSG00000233526,,,,RFC5P1
ENSG00000177875,ENSMUSG00000029875,Ccdc184,1,CCDC184
ENSG00000232387,,,,SKA2P1
ENSG00000231007,,,,CDC20P1
ENSG00000258352,,,,IFITM3P6
ENSG00000226798,,,,
ENSG00000235377,,,,
ENSG00000170681,ENSMUSG00000028348,Cavin4,1,CAVIN4
ENSG00000111405,ENSMUSG00000022468,Endou,1,ENDOU
ENSG00000259232,,,,
ENSG00000236637,ENSMUSG00000063376,Ifna13,0,IFNA4
ENSG00000236637,ENSMUSG00000070904,Ifna4,0,IFNA4
ENSG00000236637,ENSMUSG00000096011,Ifna15,1,IFNA4
ENSG00000236637,ENSMUSG00000078355,Ifna16,0,IFNA4
ENSG00000236637,ENSMUSG00000101252,Ifna6,0,IFNA4
ENSG00000236637,ENSMUSG00000078354,Ifna2,0,IFNA4
ENSG00000236637,ENSMUSG00000095270,Ifna9,1,IFNA4
ENSG00000236637,ENSMUSG00000100549,Ifna11,0,IFNA4
ENSG00000236637,ENSMUSG00000095498,Ifna1,0,IFNA4
ENSG00000236637,ENSMUSG00000100713,Ifna7,0,IFNA4
ENSG00000236637,ENSMUSG00000096682,Ifna5,0,IFNA4
ENSG00000236637,ENSMUSG00000095896,Ifna14,1,IFNA4
ENSG00000236637,ENSMUSG00000073811,Ifna12,1,IFNA4
ENSG00000236637,ENSMUSG00000100079,Ifnab,0,IFNA4
ENSG00000288068,,,,
ENSG00000286536,,,,
ENSG00000120242,ENSMUSG00000063376,Ifna13,0,IFNA8
ENSG00000120242,ENSMUSG00000070904,Ifna4,1,IFNA8
ENSG00000120242,ENSMUSG00000096011,Ifna15,0,IFNA8
ENSG00000120242,ENSMUSG00000078355,Ifna16,0,IFNA8
ENSG00000120242,ENSMUSG00000101252,Ifna6,1,IFNA8
ENSG00000120242,ENSMUSG00000078354,Ifna2,0,IFNA8
ENSG00000120242,ENSMUSG00000095270,Ifna9,0,IFNA8
ENSG00000120242,ENSMUSG00000100549,Ifna11,1,IFNA8
ENSG00000120242,ENSMUSG00000095498,Ifna1,1,IFNA8
ENSG00000120242,ENSMUSG00000100713,Ifna7,1,IFNA8
ENSG00000120242,ENSMUSG00000096682,Ifna5,1,IFNA8
ENSG00000120242,ENSMUSG00000095896,Ifna14,0,IFNA8
ENSG00000120242,ENSMUSG00000073811,Ifna12,0,IFNA8
ENSG00000120242,ENSMUSG00000100079,Ifnab,0,IFNA8
ENSG00000226825,,,,LINC01509
ENSG00000137841,ENSMUSG00000040061,Plcb2,1,PLCB2
ENSG00000287912,,,,
ENSG00000254672,,,,
ENSG00000236687,,,,
ENSG00000174276,ENSMUSG00000075227,Znhit2,1,ZNHIT2
ENSG00000286375,,,,
ENSG00000136869,ENSMUSG00000039005,Tlr4,1,TLR4
ENSG00000254479,,,,SLC25A1P1
ENSG00000254447,,,,OR7E11P
ENSG00000255519,,,,
ENSG00000254582,,,,PSMA2P1
ENSG00000251637,,,,LINC02754
ENSG00000251323,,,,LINC02728
ENSG00000107014,ENSMUSG00000039097,Rln1,0,RLN2
ENSG00000257964,,,,
ENSG00000255003,,,,CYCSP28
ENSG00000250540,,,,
ENSG00000256640,,,,
ENSG00000255991,,,,
ENSG00000250828,,,,
ENSG00000169550,ENSMUSG00000050808,Muc15,1,MUC15
ENSG00000197503,,,,LINC00477
ENSG00000078142,ENSMUSG00000033628,Pik3c3,1,PIK3C3
ENSG00000249091,,,,
ENSG00000284658,,,,
ENSG00000188375,ENSMUSG00000016559,H3f3b,1,H3-5
ENSG00000248802,,,,
ENSG00000232281,,,,IFNWP15
ENSG00000286474,,,,
ENSG00000229897,,,,SEPTIN7P7
ENSG00000138769,ENSMUSG00000029403,Cdkl2,1,CDKL2
ENSG00000229926,,,,IL9RP1
ENSG00000139146,ENSMUSG00000039985,Sinhcaf,1,SINHCAF
ENSG00000237257,,,,MTND2P8
ENSG00000276388,,,,
ENSG00000086065,ENSMUSG00000028419,Chmp5,1,CHMP5
ENSG00000254514,,,,
ENSG00000124098,ENSMUSG00000027495,Fam210b,1,FAM210B
ENSG00000227979,,,,
ENSG00000227545,,,,
ENSG00000250325,,,,IGBP1P4
ENSG00000233491,,,,
ENSG00000120211,,,,INSL4
ENSG00000021300,ENSMUSG00000030701,Plekhb1,1,PLEKHB1
ENSG00000138639,ENSMUSG00000057315,Arhgap24,1,ARHGAP24
ENSG00000279929,,,,
ENSG00000236643,,,,
ENSG00000087586,ENSMUSG00000027496,Aurka,1,AURKA
ENSG00000286255,,,,OR4F8BP
ENSG00000255836,,,,
ENSG00000136928,ENSMUSG00000039809,Gabbr2,1,GABBR2
ENSG00000229064,,,,
ENSG00000064102,ENSMUSG00000040250,Ints13,1,INTS13
ENSG00000106605,ENSMUSG00000001999,Blvra,1,BLVRA
ENSG00000229627,,,,BSNDP4
ENSG00000185290,ENSMUSG00000095789,Nupr1l,1,NUPR2
ENSG00000219807,,,,ARF1P1
ENSG00000057593,ENSMUSG00000031443,F7,1,F7
ENSG00000229909,,,,TRIM60P16
ENSG00000225537,,,,
ENSG00000234500,,,,
ENSG00000124496,ENSMUSG00000064043,Trerf1,1,TRERF1
ENSG00000271466,,,,CICP24
ENSG00000230356,,,,NCAPD2P1
ENSG00000244055,,,,
ENSG00000236197,,,,PPP1R9A-AS1
ENSG00000250618,,,,
ENSG00000231490,,,,RPL7L1P2
ENSG00000225701,,,,EIF4A1P13
ENSG00000167778,ENSMUSG00000036966,Spryd3,1,SPRYD3
ENSG00000227785,,,,
ENSG00000233960,,,,
ENSG00000157259,ENSMUSG00000007415,Gatad1,1,GATAD1
ENSG00000138640,ENSMUSG00000037709,Fam13a,1,FAM13A
ENSG00000270763,,,,DDX43P2
ENSG00000231264,,,,ARAFP1
ENSG00000225488,,,,
ENSG00000079134,ENSMUSG00000024287,Thoc1,1,THOC1
ENSG00000264598,,,,
ENSG00000274933,,,,TBC1D3I
ENSG00000154978,ENSMUSG00000037788,Vopp1,1,VOPP1
ENSG00000257700,,,,
ENSG00000255871,,,,
ENSG00000257510,,,,LINC02402
ENSG00000230360,,,,DDX10P2
ENSG00000234637,,,,RPS19P6
ENSG00000285102,,,,
ENSG00000204779,ENSMUSG00000051490,Foxd4,0,FOXD4L5
ENSG00000257319,,,,DBX2-AS1
ENSG00000224887,,,,NFYCP2
ENSG00000287243,,,,THCAT155
ENSG00000284611,,,,
ENSG00000273473,,,,
ENSG00000060303,,,,RPS17P5
ENSG00000202383,,,,RNA5SP279
ENSG00000256274,,,,TAS2R64P
ENSG00000228082,,,,SIM1-AS1
ENSG00000263575,,,,MIR4665
ENSG00000252991,,,,RNU6-1073P
ENSG00000199065,,,,MIR101-2
ENSG00000222581,,,,RNU2-47P
ENSG00000242444,,,,
ENSG00000198087,ENSMUSG00000061665,Cd2ap,1,CD2AP
ENSG00000240613,,,,RN7SL98P
ENSG00000207433,,,,RNU6-246P
ENSG00000266863,,,,RN7SL123P
ENSG00000257292,,,,
ENSG00000251733,,,,SCARNA8
ENSG00000167065,ENSMUSG00000047205,Dusp18,1,DUSP18
ENSG00000252943,,,,RNU6-264P
ENSG00000201118,,,,Y_RNA
ENSG00000251834,,,,RNU6-319P
ENSG00000256650,,,,RERG-IT1
ENSG00000241152,,,,RN7SL720P
ENSG00000257852,,,,
ENSG00000251960,ENSMUSG00000088018,Gm23390,0,RNU6-559P
ENSG00000274055,,,,
ENSG00000285732,,,,
ENSG00000277653,,,,
ENSG00000199177,ENSMUSG00000065408,Mir31,1,MIR31
ENSG00000264379,,,,SNORD39
ENSG00000255858,,,,
ENSG00000207360,,,,RNU6-14P
ENSG00000244230,ENSMUSG00000093056,Gm24812,0,RN7SL151P
ENSG00000256321,,,,
ENSG00000222693,,,,RN7SKP120
ENSG00000264530,,,,RN7SL25P
ENSG00000252580,,,,
ENSG00000243115,,,,RN7SL849P
ENSG00000223088,,,,RMRPP5
ENSG00000215939,ENSMUSG00000106425,Mir873b,1,MIR873
ENSG00000272113,,,,Y_RNA
ENSG00000252224,,,,RNU4ATAC15P
ENSG00000215966,ENSMUSG00000077851,Mir876,1,MIR876
ENSG00000266255,,,,MIR4475
ENSG00000264922,,,,MIR4540
ENSG00000265368,,,,MIR4476
ENSG00000200544,,,,Y_RNA
ENSG00000200502,,,,Y_RNA
ENSG00000206784,,,,Y_RNA
ENSG00000177981,ENSMUSG00000048175,Asb8,1,ASB8
ENSG00000252723,,,,RNU6-677P
ENSG00000278331,ENSMUSG00000084753,Gm22452,0,RNU6-156P
ENSG00000278331,ENSMUSG00000084466,Gm22960,0,RNU6-156P
ENSG00000275377,,,,MIR1299
ENSG00000277049,ENSMUSG00002075966,5S_rRNA,0,RNA5SP530
ENSG00000276094,ENSMUSG00000065036,Gm22362,0,SNORA70
ENSG00000278028,,,,Y_RNA
ENSG00000241484,ENSMUSG00000078954,Arhgap8,1,ARHGAP8
ENSG00000276562,,,,RN7SL565P
ENSG00000276029,,,,MIR4477A
ENSG00000273717,,,,RN7SL343P
ENSG00000238529,,,,RNU6-599P
ENSG00000252133,ENSMUSG00000065036,Gm22362,0,SNORA70
ENSG00000275230,,,,RN7SL544P
ENSG00000202474,,,,RNA5SP283
ENSG00000276522,,,,RN7SL462P
ENSG00000238551,,,,RNU6-1193P
ENSG00000022267,ENSMUSG00000050035,Fhl4,0,FHL1
ENSG00000238933,,,,Y_RNA
ENSG00000206804,ENSMUSG00000084753,Gm22452,0,RNU6-1293P
ENSG00000206804,ENSMUSG00000084466,Gm22960,0,RNU6-1293P
ENSG00000139508,ENSMUSG00000029650,Slc46a3,1,SLC46A3
ENSG00000222465,,,,RNU2-5P
ENSG00000241174,,,,RN7SL570P
ENSG00000252428,,,,RNA5SP285
ENSG00000275030,,,,RNU6-538P
ENSG00000276723,,,,Y_RNA
